,pheno3
747,8.632052783677604
149,11.849534751246878
1663,5.407664525352169
1295,3.8560793059488
365,9.99577418249074
344,10.40415467002088
1893,8.040621767078267
1257,13.201905643734548
154,11.0778865757224
355,14.267768686499592
1471,3.792628379976657
898,15.745576646052792
1132,5.594739420982611
1452,7.735111647556867
1299,6.732209466194334
496,10.263045727951834
75,8.791968739575555
246,6.618992350639163
1025,6.482653907075008
1619,5.637827020448762
556,9.312069328469626
1413,7.380555866876318
1571,10.230244212484507
381,10.822738403277938
658,8.530738449000332
8,9.635963054538898
220,7.889922845260275
743,10.999312534812166
1807,9.284659900263817
536,6.686156312383238
357,11.542847567092124
114,6.93611080767344
654,10.825600786525795
1704,6.591417170518024
1371,13.522485842174063
235,7.348854679700118
1617,8.96068174872148
1057,7.252988556831482
1849,5.295230635148496
967,16.043197064380323
1607,9.42522103935465
1024,6.165620403311164
730,8.135059521120512
745,8.8438731135272
752,9.828959985735343
955,15.33578381384008
878,5.876114080609436
1302,3.760171117295004
1362,5.089136275098494
1713,1.0
206,8.885952790009382
1348,6.341898291941439
965,5.401523422873204
569,7.8699663623787135
1905,3.01991692075868
833,5.062084544534975
499,7.158149447019598
1833,8.343550702665357
1033,5.780460345953784
1641,7.462727815499571
120,7.285671822972742
1503,9.383597868660829
1558,3.925420076386639
1519,7.050838158178863
1093,13.99248607220004
145,10.60142474904146
485,3.477899526002762
1457,15.715638123173864
315,5.711514610415394
1765,7.579420581808154
1323,13.065289856821014
936,2.7730709704035306
1325,4.226448847357128
230,4.585194930838951
474,9.160557687429383
1134,7.254534915544872
1339,9.486799522982796
1717,10.273595301390024
1108,8.701987219731347
1002,3.873825940877568
43,9.265854034159975
1409,12.538589061575642
183,7.461782195579058
817,7.101834582202578
605,9.647205340037829
491,12.072900752482354
1725,6.074319680764029
278,4.993531483917499
347,8.819590277393203
1664,6.810771169163008
1523,5.909499374382455
283,9.900417329017674
1359,8.450120490843858
30,13.35885401963396
956,15.25841677686737
1101,7.416612803519175
1394,14.040949185037256
62,10.1426956072361
704,11.897358062122862
273,7.276086864026531
227,6.885864749943677
929,6.732521318350481
1213,8.649869631832502
1176,9.676884435700838
20,10.678114499181929
1022,4.455433235506041
1,7.996823710680352
689,13.399977253935257
1887,8.052261380993617
73,7.247075743612035
1958,8.073940412510863
504,10.433756834065314
781,10.138235005906138
835,6.752476375131129
1426,8.647965014783306
159,10.00857162224348
1092,10.257276666590515
1865,7.195757668958892
675,9.443816080816756
223,7.871932094709503
1568,6.219005205530424
1775,6.245540207065369
1729,8.346414319185195
1685,8.999522284828945
941,13.874930313123432
287,9.45606289623601
245,7.625054308977697
1680,6.599021094355492
911,7.300502876580994
1245,6.711658193624594
1793,6.243572546716415
1264,6.338440125787642
571,9.166287926019764
1344,6.560334816788069
85,10.781786015024515
180,7.179216168111923
447,11.010377014366776
286,9.282781396567232
852,7.682947031590565
1895,8.749621502874817
1986,4.959856070581258
1375,8.276916966368226
1185,15.051532459291522
473,12.381157184234873
109,5.738952847073404
978,13.569561825801449
1757,5.3719086016514215
1814,4.836973973793385
385,6.146356392097708
663,7.799269012947236
1823,11.326052988883394
163,14.723291761309248
1702,4.759690946338664
1601,10.238383094157886
353,19.44735831877351
1062,9.69131049606424
441,9.536746866726736
1930,7.132845320457601
1175,5.245086173398074
944,14.591238382495188
644,5.294039997249431
11,5.287029487738752
1971,8.809573504605446
1378,15.319390073356196
932,6.82680565975006
1188,14.744394787695544
177,9.363983798395662
243,10.901707377793072
748,4.927990308652937
513,8.900670623791914
714,10.61207622660703
923,8.00715899488608
1741,9.030495712015815
1437,6.631779486805218
1458,14.133784418051114
1045,7.83254208545016
601,13.029863936115571
672,6.9343477456160425
1198,13.872501168173423
306,9.529588808529194
1991,6.74701351337026
324,7.225169095563364
406,15.471488172903072
105,10.568587505291012
510,9.662551462908525
1980,6.145600955258482
575,8.519481365437986
749,9.967098187226911
793,8.5388737581732
295,7.30417375381684
19,16.10551238186755
1756,7.433918312950628
1177,7.008699971781161
511,10.014293263445824
661,6.729492391085788
359,8.182483212809426
1004,8.84576275352487
1169,6.274381199078017
1462,4.595213956389398
884,4.678598771234912
1090,6.821785327451295
1216,8.688175835867744
683,7.574087729151676
1942,12.345840533615789
1172,8.256538264717662
1604,7.294914543182671
1581,8.925955900194605
649,11.050421550784788
1014,6.629748471426551
1816,7.264497665140912
1016,10.63257091398664
1488,6.197845099741875
350,5.789204180252787
1670,7.60000824609662
198,4.034026518244559
1058,11.04335579018429
1829,12.44901245836948
1758,6.300736343901519
1907,9.69498078722312
541,4.494968551050565
1892,6.425488887358037
173,8.768689110613145
1550,4.484894817024935
1473,3.323956115662646
1430,12.980288408747947
18,5.438134669239806
1076,9.0416997551748
279,7.7446644057121565
1537,6.587218099832332
1746,8.036590614326736
1734,4.247474364761299
119,3.0041092901634063
471,3.4800250470513583
132,9.247155625316724
258,12.420070626246613
1223,9.217491591511758
1541,4.719567636609863
1054,7.203515908501345
902,15.02989134134188
969,15.264892452741917
1985,4.585861763351156
1769,7.893756985406373
1768,9.816464098108238
768,8.489033791228236
1124,4.9568371270625775
587,9.570074555954612
1534,9.902950110795809
811,8.287747879652203
1490,9.131724464132358
1584,8.688388727188709
1225,5.286817854126423
446,6.672744095316153
1015,7.5123285889455325
226,6.099226429775603
1403,6.859163575014038
1876,7.655367969707817
1693,4.448003640075979
1265,6.360316923241006
3,5.946987767956953
1162,8.531748744637621
437,11.806864400428031
524,11.627976995059235
1755,4.519772514299852
525,9.737520981955084
1389,16.261001932701866
1784,5.030078152783262
1549,8.10580572999984
1100,6.760906009999042
1166,8.77935984362431
1959,6.746808962254683
1853,7.935197495014233
939,9.901890013386
864,8.623582233298317
946,16.019205172917182
1669,8.9915606710424
197,4.021571744087071
1863,8.4361325515201
1737,8.674340475616784
1049,10.979779871610866
218,7.758583123898426
429,12.61101019716649
133,5.4012765951388335
533,10.518687975698729
1135,5.841867976251601
1791,7.540383024995538
1165,6.7351793853278
1129,7.391804599666831
529,9.422822472461409
712,5.855712475473707
1131,6.109943405078373
434,7.939437740161668
1208,10.989483088002183
1274,8.269150931258539
14,6.796471267406709
1671,5.846684105842775
1219,11.010495867477845
339,9.489357180493164
215,10.167414919365836
1943,6.065757842030083
913,9.000179480189669
1678,2.6248957272075537
147,9.151434209253612
1511,9.883416798972087
915,7.352473759870062
181,3.938075845681694
1291,15.171750084980127
31,7.819187635140762
461,15.133515422207545
1444,6.5145284566974375
64,6.124416566701953
50,8.969678684201353
1544,5.514021951419003
1796,9.953180017636914
1672,5.041162299274357
92,8.502698572848495
168,8.160331724955544
107,7.259876525381544
709,4.878937762291488
131,10.380678471987403
1008,9.495181367657196
739,6.47691140355791
244,8.590330034914416
987,14.890628436386397
319,6.154683303481734
1546,5.826357534741055
186,7.442196427010298
187,12.24288550044898
1820,12.030203365507276
1284,5.320242824865382
1884,10.645392385395944
1477,7.87907700997976
272,13.003557975688684
1719,4.129183578749702
1262,14.202157565735192
848,12.412652212896678
427,8.524470107633178
1074,5.00550954016427
1153,5.985311292751092
1937,10.57860293362562
24,1.662031494694967
1804,6.972806661564213
516,7.050817892177411
342,9.800980385936048
438,16.5799026395118
1227,7.968213993212115
325,9.972110588565965
451,8.318435463748308
238,8.038869175411683
1412,7.057528847677494
1763,7.770077978324066
604,4.359750304530307
460,15.940626401182325
890,7.002323731596246
1790,10.915117012388809
1163,8.9865938249546
537,8.293729427618203
1632,5.570046940511847
1351,12.508280768145656
1417,9.021211890408496
1332,10.050072781495729
407,10.685030154468166
299,10.137832402557192
981,14.466495621230234
716,10.233788336157462
1266,3.3522960320125863
1155,7.115052654751953
1630,6.213978158045626
1970,5.901529848202042
622,7.368957830223429
678,2.76693406568392
1248,8.520059422057496
1819,8.60021793809049
393,12.02751260396899
667,6.669559431047847
162,6.249660009682834
549,9.129300732139692
1133,5.599994479245145
1184,14.72329244709849
1500,6.100874862380226
192,5.549966457881166
943,15.172256192720535
1504,7.482107022413665
1963,8.02801694216919
60,12.748936290476257
767,7.714236033971077
1900,7.323381953067868
1825,8.263665242404862
165,4.826230174660349
47,6.627834827230659
1307,11.066585911736231
733,10.922621057733544
905,15.636491830365792
1880,8.896016858263224
1436,9.129198359301675
1246,4.867825448777216
1696,6.300101449685661
1181,10.411618501352915
1539,10.039630485428027
1996,5.822406795397481
1445,5.127454697692556
391,5.539499115386525
1992,4.568294352078536
311,3.1554056765577663
1113,10.308978454682954
856,5.08430457856099
640,6.315493037183504
561,6.381853990492441
204,6.410314412731356
1952,3.8416051975361967
508,6.951000888989528
873,5.865507085928723
5,7.466504499744654
1039,8.85949899683699
1989,4.330818752969848
1298,8.025920657632625
1320,8.147083073716322
1953,9.62909291798438
26,1.5832603837826973
1031,9.428530069867872
673,6.984837641690072
822,10.73455704486096
726,6.414637590247854
15,7.29511503598639
490,7.976910262426414
1530,8.219216956688392
345,13.83657106346908
346,7.841312683445965
1419,4.208572707203581
1103,8.79089425076696
1120,4.223826119763111
1886,6.32218035990474
791,5.064335684842335
259,9.549900912424452
1563,8.218667819809326
1521,6.125391876875523
1261,10.08623906832415
1806,8.678931630377026
973,15.771134960287243
40,11.429753796080345
1655,5.312673905714823
942,15.704964448699652
1999,7.528099874304062
191,8.541445325777655
518,7.048903444516445
1183,15.784623217245931
1337,8.209493050745154
1420,7.069552467104318
1466,9.511503613130508
729,7.551023172834598
922,11.393462844185104
375,9.254733702858964
1143,9.46314550915583
257,8.721916313784632
448,7.34648907573073
895,15.189861180178571
1736,5.6665529878746
304,8.748410008653106
984,14.505493070734085
1310,8.189557508320437
90,4.051158802612353
1384,8.896559096698535
702,12.534265126480058
1192,8.250723073302112
1870,6.218884419327686
854,7.475061957324957
945,14.807072486168508
1314,8.77370173642442
196,6.999763902351555
818,9.545480009130904
881,1.4703086997527546
1817,7.611008070238022
1098,7.87554198405064
362,10.84803498083287
1104,10.516985371021606
1453,13.061891963980278
444,9.478252922307476
593,7.456835230097033
317,5.374048742798272
331,2.2741661910646007
185,8.861225856993268
711,4.875570927710186
419,5.667322442094305
1150,5.362688396781443
501,7.824254706469262
1913,5.3442003280884585
1749,5.586646662796974
1881,9.977398659011856
1512,8.347713795549243
1583,10.130437773983074
972,15.41587459023965
974,15.30826851118754
530,5.462667926206644
771,5.153104377150857
1287,8.78184681302065
39,4.822071546846649
1941,6.616468288375966
1038,7.914223280002655
477,5.509544377069806
1822,11.64286047144827
1864,8.053912131279617
377,14.3268426882815
1906,4.059332114806293
1114,5.901925292432668
111,9.51282668746546
1536,6.231906988923213
938,6.203337484774099
933,8.249870637031592
1178,6.5687030604145775
1476,6.1329130925681365
1683,10.18201807830804
193,10.8227573170867
755,5.486657281271507
1345,12.270717515251572
1063,7.309210073645247
684,4.965698402863831
113,10.124711487839114
203,7.5560473577149585
1924,9.49502173241392
1313,10.290766597972745
792,8.25792403161384
1075,6.878278874454509
582,6.956739937563127
364,9.197905617083244
1112,7.55151832723744
449,14.682603911165652
1648,7.494321157038101
1455,13.643373526981971
422,16.569481949860112
828,7.248490116016632
857,11.050904254949394
1675,5.498046267428684
819,6.999218893076475
545,6.015245002145835
1241,7.152993673154944
172,10.77350052459166
411,13.02891365289397
630,11.516443961577682
1800,8.25568196343314
13,7.182859050940449
1509,6.815794732021563
1869,8.615737203357966
1443,9.97035250616854
807,5.586687981485725
1875,5.00063690692672
161,7.439956057757358
294,4.449152827824427
1254,8.688156060840932
855,10.48913901014448
1679,5.946182379014597
1042,6.398751791730769
61,10.746478414425228
1733,5.616879606029902
1759,6.285210597126292
1917,9.563959343570705
1086,7.285527115953841
1448,8.278355037334142
813,11.13181071120676
552,8.903402344889813
1427,8.280813218973405
734,4.916932291559991
1398,7.411734253873837
787,8.94376677170316
900,14.34731650449947
424,13.992724637650396
327,10.667657444370803
1949,6.235189823816087
1470,4.922281942038497
1404,8.405132991744178
928,7.742039731943239
1668,4.392418036353837
618,7.330351176968957
1938,7.749645059391582
583,8.26499653263814
297,15.159975566488416
619,8.024826221494022
98,6.853633795758299
96,9.105395228106634
1694,7.119473182622498
779,8.195670713215874
459,11.087167679672806
845,10.427993122078114
1440,7.384607382273577
1461,6.541291107500401
1936,6.39480864500924
1209,8.636814427214112
766,5.017387704469615
1232,7.779989932529042
360,13.475413547108843
1540,8.716698434542415
1841,8.027962962910731
1700,4.907640047510538
1005,6.240413171249756
387,11.98152046101977
521,3.3580174899235984
937,2.966776197775508
1174,6.799080941050876
705,6.671583984911974
358,10.469058611225314
1050,8.437855323318761
1374,6.0935575626516565
1434,5.6074807610842985
1627,9.694045640743244
1019,11.12238556761473
980,7.610842382033514
442,15.84650414011524
920,14.826756995761492
366,7.244803991037463
1318,12.3662263078456
1920,7.304048558014905
208,5.52565843704264
1217,9.37645153141134
1487,6.757938673381079
48,6.409174383832003
1497,6.723758178355842
1399,12.245336741428355
800,4.592238966768008
1628,5.775673565399201
1052,8.361930093958446
1335,9.211796328844688
1785,5.132696479734876
1072,8.562018624632055
1297,8.203968680679246
1312,9.610252782873312
1218,8.286754360542048
797,9.266963925913377
390,10.685207759968776
1624,7.445215779320702
1439,8.14399810617399
1355,7.292458475639002
1028,2.3896061914513624
256,11.360906806004206
761,11.644910999461036
796,8.967752841406263
1635,7.993494479408691
506,5.230820128417453
1964,11.8196889133108
1340,4.605988202821008
883,7.981154627650065
638,5.899668730895666
668,6.5403405412197975
746,12.811724321014246
1343,7.3238896560990465
1415,5.614321285995613
646,14.625273253032976
421,8.236570557162523
408,10.986651099532876
765,9.725931245885434
479,6.897639335424749
594,7.116747378958777
58,6.766468523017316
403,10.95961800098539
564,10.68965337124519
1381,14.840054440915653
1037,5.936263365102883
555,7.104957344679143
248,11.443270069949076
957,15.84193448633739
367,11.658462226219031
307,7.577138905238526
614,5.323319462238627
1904,7.157981882467297
1041,7.552629751468665
1383,10.111151902720456
1097,11.414603774864112
1750,5.7089842048014425
458,10.122675039235492
948,14.94780390675798
1001,14.229031710253825
1840,9.800597382261744
1486,6.275456199345406
277,8.097826306471617
1901,7.569313817318164
698,8.379183475960165
416,7.440624691793107
1513,9.14143133706425
1251,10.852591823464053
1107,9.234423056877326
876,3.0663238185671844
38,2.9371157985441485
1972,7.939100474812138
540,8.345699051748202
1479,9.457276046376728
772,3.86240621071457
1716,9.069226386408465
1645,6.440703320953436
1303,8.744863235443336
554,5.340610734322634
314,10.391952052344632
457,12.152147370326134
1591,8.366360589804081
1256,10.746765088761066
1634,5.4202776147618685
624,7.400991964663172
409,15.204974908313968
462,10.468032667990562
1599,9.32344986268092
770,13.170145491885595
577,9.788428623523334
1168,9.081761869787126
1862,6.847929089796336
994,10.159117468673095
1874,11.31331906663886
1689,6.899684305017466
1482,6.160854780475896
1813,5.038729282458882
1317,13.94826814137094
888,10.126434729040314
1197,8.50561696018452
321,10.391794783033262
801,8.161130547260388
862,11.894519576425186
1699,5.129211788143837
1582,4.426600202850436
1449,12.661622992794957
1652,4.978495872924093
1931,6.414864413975018
1946,8.891872160853715
643,5.357482335020974
216,8.262922054798777
1801,9.05334128564086
1520,5.542064174638761
1481,7.394840240968761
1030,7.012801897048856
1615,10.099292749560624
205,10.847104390962144
1809,7.838234902600565
1593,6.312906876063788
1688,7.6656083909515615
250,6.225480292463072
1922,9.100399552179375
328,11.677273337162314
285,7.568910350635956
1747,6.251649784981784
949,14.84119702963014
454,9.327555469964985
122,10.747822123469229
1366,7.288290931739834
1432,9.324134133831144
1067,11.996911827968784
1559,10.700392018403324
267,5.87474126855386
336,10.073877936701436
1883,4.993847395734526
1762,8.35228052540296
426,13.227134987900786
82,7.439817537071088
961,7.014417119585557
557,8.7760677932113
591,5.951773732443998
1692,5.855621260819673
1552,9.329049418472906
774,10.52194622549424
1230,3.4369561059593767
1522,9.145625227112692
1496,6.274849044712264
732,9.959233459808493
1237,9.588524824055792
140,7.5259231198809315
816,12.462052822954316
735,4.803141784944197
94,7.134501013539899
629,8.008411477840085
731,9.35733377123704
1370,8.297401318839846
1858,7.106120355670069
633,7.875148127728283
289,11.133925992076986
247,12.620827087329616
1279,7.369912278268769
1433,13.10369753382573
156,9.198605414335171
1657,5.7207798805472025
586,8.544882513944726
1772,7.09615369336118
1372,10.153883741945908
413,10.598359118807252
28,7.716397150402216
338,9.981620913115352
432,13.570234680968042
84,6.26130264056934
284,8.451980404015657
382,11.378479942304809
1489,8.841217608158942
527,10.847091511734533
1267,11.722228585397591
1647,5.384957239016732
930,7.14160608424832
891,6.941638279481648
1654,5.322073616670578
1684,9.67036271927706
1144,9.8479939157456
750,9.584414880297327
1948,9.54134899689815
1960,10.097410074554556
647,3.606005466061348
1553,6.226752393274935
1613,10.86727986358157
1064,12.182052089358663
33,12.631457971273768
1468,8.703940413930313
266,4.715135115491022
144,10.719808248620932
1673,5.827199632538454
1731,4.6237607454323655
665,6.518079285088199
693,10.580771550835522
1798,4.98471225997756
777,9.46761590386646
1379,8.268882103580736
584,4.768150712745754
1032,7.397274915404381
519,8.298208331958373
1411,6.969083228265453
1545,4.861352796973367
1661,3.994037035630342
1836,6.120926156848609
1306,7.234045202304613
844,8.797558501704268
1048,10.452397870224695
1189,5.888790083209207
815,10.517995799146515
1562,7.699782078348129
1957,4.7146252294715865
450,7.0824509741186965
809,7.981497296030941
1988,6.540225587848324
386,5.902315046531351
1515,8.485484094447617
110,11.125326679698256
1334,8.984310689160846
1506,6.150884060406525
1529,7.32427938507973
281,5.970647559663032
1388,14.957743686883331
592,7.457249337524711
1167,5.997909839855886
171,7.445785773406309
919,14.00520620641668
526,7.16415484367548
1010,8.609114740965003
176,9.00143920746361
175,7.418325041731125
405,11.848760252006636
95,4.273266356396467
535,6.393146060892166
388,4.764346763454435
1244,11.902904008728823
1221,4.7796665970318815
868,7.626955615670862
849,11.51120327647159
4,7.778363506905187
326,5.90674997919084
1538,7.127416073054078
207,5.395039413842908
1745,9.973084604985202
656,6.923539572560676
1029,7.1339932877927685
1803,7.983615285776696
1674,5.480569807281796
1727,5.424118466497436
1687,6.973994335578171
962,11.53478207243823
1610,7.823438460237423
202,6.503718629595058
700,8.000513764295441
617,9.28880204698678
1304,8.770544846861373
1927,6.714284482649114
348,5.869382116840627
824,5.776069573182033
1055,7.85166565604231
991,5.297992958879861
1111,10.237073841087629
595,6.453817853284559
840,5.617768258119018
17,10.846063524771395
1260,11.496381205653208
924,8.122004302690659
1210,14.790754504302884
860,6.456274439503396
1289,8.033748578129229
22,7.272052858614677
1681,5.538648766217242
1431,12.915694901291593
1830,6.835031393272683
463,5.926098235223046
455,2.6824061606550123
1910,9.844776504035671
699,4.705096868022695
478,16.08009803447237
1438,6.513836121845239
1888,8.581951543243289
576,5.988775709372695
899,15.230579662469689
36,5.531270768394673
1382,7.191263990999122
1116,7.002508044913883
1485,7.770343703116986
384,9.951694664646322
1361,6.056214764716796
1909,12.417568663071982
1309,6.809495890869636
986,15.164194299291903
1805,7.898404963045877
870,7.541957260174575
1491,6.035407983502725
690,8.011464767431722
1247,8.875067360902676
631,5.757081247126833
480,6.784312863993204
1424,8.758665876665479
1089,8.642742812219922
468,8.548255051181012
989,14.653982720786818
368,4.219197731463959
1214,8.65889512084992
615,5.4639654740011485
155,7.510241642622974
612,12.927377914405646
89,9.950980722974952
51,8.831515615885278
184,10.520386312184876
452,6.918679896083849
1346,8.318877452585596
1639,7.676367781332287
982,14.969731602275075
871,2.9255259303661347
65,9.33691908683939
430,12.389652920792688
764,3.2067982157116384
1119,10.396244204757664
681,10.66819458170434
1195,5.41687406100526
1742,5.058305832567626
293,3.675957394574007
1837,8.179272203880029
21,5.884806002423584
1555,11.275972591214458
997,9.926251080208232
1164,8.716098631324323
1897,5.53289837715839
539,5.640520881309228
1580,9.42825370887423
829,10.135348109867776
1498,7.754242892510621
1649,5.27619374122868
782,8.59575869137363
323,6.190302699471915
1060,5.439098781609561
263,8.380423322774138
274,3.120119306389683
1786,6.225271996980212
1268,5.039299205641568
834,10.141542624698769
841,6.381265401198938
1425,8.234792468369378
157,7.131875907675038
1526,5.948363943769149
805,11.800471342857165
1231,2.4805472595342253
467,14.24500791593822
522,8.58092869902078
783,1.5262649322253117
108,7.900804053978767
859,5.573310845223437
970,14.40818889497708
1094,7.861206388400844
143,6.038018007274072
1000,8.570737682756379
720,6.522768418098799
1395,10.217087788016322
1117,3.1308750366257705
1152,7.959593988593873
1603,9.799150282365034
688,4.289877547917174
850,8.439959577114184
1201,5.888348622120077
1416,12.748332986034733
1767,7.320329692418826
1442,10.6226219411649
1191,4.628068902881526
232,6.146586864248052
116,6.675948190704762
502,9.575122296077488
1850,5.950384169966403
687,9.226207551130369
1435,7.2632206468971505
874,1.4158392631112742
741,7.722716454415658
1686,5.368748407678012
1368,16.653574368363216
1929,6.843575359439832
1220,5.725453448004291
908,16.287507804998338
270,6.9435256233377896
1484,5.493964625231774
1043,9.600063811734609
1574,7.887483253643307
722,2.992415073742372
1698,5.159258440781005
445,11.398812786716675
1402,7.627539893129453
1621,9.532075487894652
1082,8.020900764324201
1095,6.063886743589646
332,9.951179997401518
954,13.229258050170891
950,15.111457026961208
1547,5.3380154885657705
790,10.303923701146644
1890,8.375767585963239
1706,7.201534830151802
505,5.164427578920956
886,13.1134957497524
901,15.247321305229832
1044,10.86745061199154
1751,2.3660971005527847
679,9.243347445745762
16,9.819669950960892
892,11.474897380612042
1705,6.01739793317488
1935,6.294297667891566
1501,4.954969361389564
135,10.78144556243635
909,15.022481515156176
1224,8.855576753388432
882,6.199718181780506
1069,6.24735833432643
721,8.882875056109635
826,5.156351989163971
1275,9.99576954115803
1170,4.075943762078134
1966,12.163990374017567
1478,10.073695825329173
572,6.909190582894379
1898,7.065625424535029
1690,7.60118895252627
1441,8.715129710955962
1764,8.934583388553815
1778,10.285092312678366
396,12.615823609843169
1856,11.46126947427327
470,7.3960329059123024
1770,7.011847205775901
195,9.126508444481534
1968,3.761884798011504
0,8.7261535908473
397,12.219779786111156
378,11.726407714813684
1171,8.410071556913522
1945,9.712081730440705
178,12.18360285519141
1777,9.621812884905356
935,8.931801332647158
112,4.773571274870001
23,5.37750736536644
1918,10.076604566417927
1495,6.72568373764855
1336,7.208475911986472
371,8.542021018029136
86,8.02903546947397
1026,10.35580241145006
41,6.441235548876741
1744,9.612627894410318
1787,6.387685045238539
1182,15.47852297229409
1493,6.28940947450361
77,8.085171241870187
1277,11.316514255430832
1199,6.652783893815316
35,2.9551086279970287
410,13.768435048580711
300,4.393664591081294
1447,9.094898374024288
200,9.954582673355077
581,5.994876103870259
436,13.39650617622387
1976,7.672701323882725
1548,4.422175739229759
1646,6.817156432836227
137,6.849791094667516
1771,7.847976160175639
1636,8.03966537052928
1631,8.438351770729344
786,10.355288369741036
280,5.563184949241308
42,8.366046622373345
104,9.402931284595322
1127,2.0222459313560903
1573,8.212559146353287
916,10.120825181798928
1965,11.192669967652057
153,9.735280046458769
1766,10.485649683882832
963,14.897915503681505
869,10.148625407304632
418,10.283643435268983
69,3.987627112775689
788,10.822602118091336
489,8.06134189548763
650,7.455305324050253
1360,5.237683006776058
492,8.562181197094294
1873,8.838253602143585
1866,7.193746980951534
291,6.0916306316815865
1263,4.12291396249362
1068,7.261116165015873
495,6.933907952710968
1516,5.027896364421386
1505,6.134315707011644
1385,11.360690925964288
804,4.569842325786934
1255,8.12882834518211
1854,7.51631884239573
1794,8.304816521057292
217,6.957674485567213
1701,6.705843159078487
59,8.951431543044082
802,4.616036060823249
456,6.379537901920719
1276,8.912109191752917
435,11.826961752990949
1718,4.910764456740269
389,11.95364723243259
483,14.30333258896842
1782,6.1933939843200765
383,11.723628809283388
894,7.896201146229211
1925,11.908649082314938
1908,11.18791651252872
692,9.506414470090997
553,12.279250986769537
1373,10.13230123250672
379,10.125041882656935
1308,11.5227425828949
1027,7.067413033611391
1659,3.4444092551477503
1629,7.406595352430797
580,7.958053365847256
1342,6.617799801895312
229,8.609686970520645
1676,7.218518342174385
976,15.041356104340288
706,6.75715451197035
260,5.906532278139364
670,6.192263084599992
219,4.573761424699909
608,17.34223151919365
1367,8.640759749202783
1622,8.844189280011252
1145,7.119620885841558
1914,6.474260465861233
1640,6.902194202926772
1157,8.34189942072589
239,4.587504962739046
697,6.587349420106668
271,10.389013315088686
999,5.960896288591646
1667,8.231037876640585
53,7.845002219821241
1981,7.528448851455143
240,7.718763729400559
